"PASSENGERS","DISTANCE","UNIQUE_CARRIER_NAME","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","DEST","DEST_CITY_NAME","DEST_STATE_NM",
11956.00,575.00,"American Airlines Inc.","STL","St. Louis, MO","Missouri","CLT","Charlotte, NC","North Carolina",
11966.00,201.00,"Hawaiian Airlines Inc.","OGG","Kahului, HI","Hawaii","LIH","Lihue, HI","Hawaii",
11973.00,1065.00,"JetBlue Airways","EWR","Newark, NJ","New Jersey","FLL","Fort Lauderdale, FL","Florida",
11976.00,1399.00,"Sun Country Airlines d/b/a MN Airlines","SEA","Seattle, WA","Washington","MSP","Minneapolis, MN","Minnesota",
11983.00,606.00,"American Airlines Inc.","ORD","Chicago, IL","Illinois","ATL","Atlanta, GA","Georgia",
11984.00,1592.00,"Southwest Airlines Co.","LAX","Los Angeles, CA","California","STL","St. Louis, MO","Missouri",
11985.00,1399.00,"Sun Country Airlines d/b/a MN Airlines","MSP","Minneapolis, MN","Minnesota","SEA","Seattle, WA","Washington",
11997.00,1721.00,"Delta Air Lines Inc.","SEA","Seattle, WA","Washington","ORD","Chicago, IL","Illinois",
12000.00,1709.00,"American Airlines Inc.","MIA","Miami, FL","Florida","DEN","Denver, CO","Colorado",
12021.00,469.00,"Mesa Airlines Inc.","MFE","Mission/McAllen/Edinburg, TX","Texas","DFW","Dallas/Fort Worth, TX","Texas",
12026.00,680.00,"Alaska Airlines Inc.","SEA","Seattle, WA","Washington","KTN","Ketchikan, AK","Alaska",
12029.00,1124.00,"JetBlue Airways","BOS","Boston, MA","Massachusetts","MSP","Minneapolis, MN","Minnesota",
12036.00,1391.00,"American Airlines Inc.","DFW","Dallas/Fort Worth, TX","Texas","JFK","New York, NY","New York",
12038.00,1825.00,"United Air Lines Inc.","IAH","Houston, TX","Texas","PDX","Portland, OR","Oregon",
12044.00,2486.00,"Delta Air Lines Inc.","LAX","Los Angeles, CA","California","OGG","Kahului, HI","Hawaii",
12050.00,1005.00,"JetBlue Airways","TPA","Tampa, FL","Florida","JFK","New York, NY","New York",
12064.00,1005.00,"JetBlue Airways","JFK","New York, NY","New York","TPA","Tampa, FL","Florida",
12069.00,853.00,"Delta Air Lines Inc.","ATL","Atlanta, GA","Georgia","ALB","Albany, NY","New York",
12074.00,919.00,"Southwest Airlines Co.","BWI","Baltimore, MD","Maryland","RSW","Fort Myers, FL","Florida",
12076.00,325.00,"American Airlines Inc.","ONT","Ontario, CA","California","PHX","Phoenix, AZ","Arizona",
12082.00,503.00,"Delta Air Lines Inc.","IND","Indianapolis, IN","Indiana","MSP","Minneapolis, MN","Minnesota",
12095.00,1379.00,"Spirit Air Lines","LAX","Los Angeles, CA","California","IAH","Houston, TX","Texas",
12101.00,2446.00,"American Airlines Inc.","JFK","New York, NY","New York","SAN","San Diego, CA","California",
12105.00,2370.00,"American Airlines Inc.","PHL","Philadelphia, PA","Pennsylvania","SAN","San Diego, CA","California",
12106.00,1121.00,"Delta Air Lines Inc.","BOS","Boston, MA","Massachusetts","MCO","Orlando, FL","Florida",
12106.00,369.00,"JetBlue Airways","BOS","Boston, MA","Massachusetts","BWI","Baltimore, MD","Maryland",
12109.00,224.00,"Compass Airlines","GEG","Spokane, WA","Washington","SEA","Seattle, WA","Washington",
12112.00,277.00,"Southwest Airlines Co.","ROC","Rochester, NY","New York","BWI","Baltimore, MD","Maryland",
12116.00,980.00,"Delta Air Lines Inc.","RDU","Raleigh/Durham, NC","North Carolina","MSP","Minneapolis, MN","Minnesota",
12124.00,783.00,"United Air Lines Inc.","ORD","Chicago, IL","Illinois","BDL","Hartford, CT","Connecticut",
12128.00,187.00,"JetBlue Airways","BOS","Boston, MA","Massachusetts","JFK","New York, NY","New York",
12138.00,743.00,"Delta Air Lines Inc.","ATL","Atlanta, GA","Georgia","DSM","Des Moines, IA","Iowa",
12148.00,226.00,"American Airlines Inc.","CLT","Charlotte, NC","North Carolina","ATL","Atlanta, GA","Georgia",
12176.00,2496.00,"Delta Air Lines Inc.","BOS","Boston, MA","Massachusetts","SEA","Seattle, WA","Washington",
12180.00,632.00,"Southwest Airlines Co.","RDU","Raleigh/Durham, NC","North Carolina","MDW","Chicago, IL","Illinois",
12188.00,700.00,"American Airlines Inc.","RDU","Raleigh/Durham, NC","North Carolina","MIA","Miami, FL","Florida",
12189.00,562.00,"Southwest Airlines Co.","ELP","El Paso, TX","Texas","DAL","Dallas, TX","Texas",
12191.00,271.00,"Southwest Airlines Co.","SDF","Louisville, KY","Kentucky","MDW","Chicago, IL","Illinois",
12204.00,419.00,"Southwest Airlines Co.","HOU","Houston, TX","Texas","OKC","Oklahoma City, OK","Oklahoma",
12214.00,793.00,"Southwest Airlines Co.","BNA","Nashville, TN","Tennessee","FLL","Fort Lauderdale, FL","Florida",
12215.00,946.00,"American Airlines Inc.","MIA","Miami, FL","Florida","BWI","Baltimore, MD","Maryland",
12216.00,1124.00,"JetBlue Airways","MSP","Minneapolis, MN","Minnesota","BOS","Boston, MA","Massachusetts",
12218.00,1587.00,"Southwest Airlines Co.","BNA","Nashville, TN","Tennessee","LAS","Las Vegas, NV","Nevada",
12222.00,843.00,"American Airlines Inc.","SAT","San Antonio, TX","Texas","PHX","Phoenix, AZ","Arizona",
12235.00,946.00,"American Airlines Inc.","BWI","Baltimore, MD","Maryland","MIA","Miami, FL","Florida",
12238.00,1065.00,"JetBlue Airways","FLL","Fort Lauderdale, FL","Florida","EWR","Newark, NJ","New Jersey",
12242.00,486.00,"Southwest Airlines Co.","LAS","Las Vegas, NV","Nevada","ABQ","Albuquerque, NM","New Mexico",
12246.00,606.00,"American Airlines Inc.","ATL","Atlanta, GA","Georgia","ORD","Chicago, IL","Illinois",
12249.00,853.00,"Delta Air Lines Inc.","ALB","Albany, NY","New York","ATL","Atlanta, GA","Georgia",
12249.00,1121.00,"Delta Air Lines Inc.","MCO","Orlando, FL","Florida","BOS","Boston, MA","Massachusetts",
12278.00,469.00,"Mesa Airlines Inc.","DFW","Dallas/Fort Worth, TX","Texas","MFE","Mission/McAllen/Edinburg, TX","Texas",
12288.00,2092.00,"Delta Air Lines Inc.","ATL","Atlanta, GA","Georgia","SMF","Sacramento, CA","California",
12300.00,2370.00,"American Airlines Inc.","SAN","San Diego, CA","California","PHL","Philadelphia, PA","Pennsylvania",
12309.00,1085.00,"American Airlines Inc.","EWR","Newark, NJ","New Jersey","MIA","Miami, FL","Florida",
12309.00,1751.00,"Southwest Airlines Co.","MDW","Chicago, IL","Illinois","PDX","Portland, OR","Oregon",
12312.00,1010.00,"Delta Air Lines Inc.","TPA","Tampa, FL","Florida","LGA","New York, NY","New York",
12313.00,998.00,"Southwest Airlines Co.","BWI","Baltimore, MD","Maryland","MSY","New Orleans, LA","Louisiana",
12315.00,2116.00,"Delta Air Lines Inc.","ATL","Atlanta, GA","Georgia","SJC","San Jose, CA","California",
12322.00,1010.00,"Delta Air Lines Inc.","LGA","New York, NY","New York","TPA","Tampa, FL","Florida",
12336.00,2496.00,"Delta Air Lines Inc.","SEA","Seattle, WA","Washington","BOS","Boston, MA","Massachusetts",
12347.00,903.00,"Delta Air Lines Inc.","PVD","Providence, RI","Rhode Island","ATL","Atlanta, GA","Georgia",
12357.00,867.00,"Spirit Air Lines","LAS","Las Vegas, NV","Nevada","SEA","Seattle, WA","Washington",
12361.00,588.00,"JetBlue Airways","LGB","Long Beach, CA","California","SLC","Salt Lake City, UT","Utah",
12374.00,2116.00,"Delta Air Lines Inc.","SJC","San Jose, CA","California","ATL","Atlanta, GA","Georgia",
12374.00,888.00,"Southwest Airlines Co.","LGA","New York, NY","New York","STL","St. Louis, MO","Missouri",
12383.00,347.00,"Southwest Airlines Co.","PHX","Phoenix, AZ","Arizona","ELP","El Paso, TX","Texas",
12389.00,3711.00,"American Airlines Inc.","OGG","Kahului, HI","Hawaii","DFW","Dallas/Fort Worth, TX","Texas",
12395.00,1999.00,"Southwest Airlines Co.","PHX","Phoenix, AZ","Arizona","BWI","Baltimore, MD","Maryland",
12415.00,2422.00,"American Airlines Inc.","SEA","Seattle, WA","Washington","JFK","New York, NY","New York",
12438.00,1085.00,"American Airlines Inc.","MIA","Miami, FL","Florida","EWR","Newark, NJ","New Jersey",
12442.00,973.00,"Southwest Airlines Co.","DAL","Dallas, TX","Texas","MCO","Orlando, FL","Florida",
12447.00,1047.00,"Southwest Airlines Co.","STL","St. Louis, MO","Missouri","BOS","Boston, MA","Massachusetts",
12449.00,2446.00,"American Airlines Inc.","SAN","San Diego, CA","California","JFK","New York, NY","New York",
12452.00,1947.00,"Southwest Airlines Co.","ATL","Atlanta, GA","Georgia","LAX","Los Angeles, CA","California",
12460.00,577.00,"Spirit Air Lines","ATL","Atlanta, GA","Georgia","BWI","Baltimore, MD","Maryland",
12465.00,843.00,"American Airlines Inc.","PHX","Phoenix, AZ","Arizona","SAT","San Antonio, TX","Texas",
12473.00,1825.00,"United Air Lines Inc.","PDX","Portland, OR","Oregon","IAH","Houston, TX","Texas",
12482.00,1546.00,"United Air Lines Inc.","DEN","Denver, CO","Colorado","MCO","Orlando, FL","Florida",
12483.00,395.00,"JetBlue Airways","BUF","Buffalo, NY","New York","BOS","Boston, MA","Massachusetts",
12489.00,867.00,"Spirit Air Lines","SEA","Seattle, WA","Washington","LAS","Las Vegas, NV","Nevada",
12492.00,985.00,"Spirit Air Lines","MCO","Orlando, FL","Florida","DFW","Dallas/Fort Worth, TX","Texas",
12498.00,2248.00,"American Airlines Inc.","JFK","New York, NY","New York","LAS","Las Vegas, NV","Nevada",
12503.00,501.00,"Delta Air Lines Inc.","RDU","Raleigh/Durham, NC","North Carolina","DTW","Detroit, MI","Michigan",
12506.00,249.00,"Southwest Airlines Co.","MDW","Chicago, IL","Illinois","CVG","Cincinnati, OH","Kentucky",
12508.00,364.00,"Southwest Airlines Co.","LAS","Las Vegas, NV","Nevada","TUS","Tucson, AZ","Arizona",
12510.00,583.00,"American Airlines Inc.","DFW","Dallas/Fort Worth, TX","Texas","OMA","Omaha, NE","Nebraska",
12512.00,562.00,"Southwest Airlines Co.","DAL","Dallas, TX","Texas","ELP","El Paso, TX","Texas",
12518.00,226.00,"American Airlines Inc.","ATL","Atlanta, GA","Georgia","CLT","Charlotte, NC","North Carolina",
12520.00,1262.00,"Southwest Airlines Co.","STL","St. Louis, MO","Missouri","PHX","Phoenix, AZ","Arizona",
12524.00,2496.00,"JetBlue Airways","BOS","Boston, MA","Massachusetts","SEA","Seattle, WA","Washington",
12530.00,842.00,"Southwest Airlines Co.","PVD","Providence, RI","Rhode Island","MDW","Chicago, IL","Illinois",
12536.00,1751.00,"Southwest Airlines Co.","PDX","Portland, OR","Oregon","MDW","Chicago, IL","Illinois",
12543.00,687.00,"Southwest Airlines Co.","HOU","Houston, TX","Texas","STL","St. Louis, MO","Missouri",
12545.00,391.00,"SkyWest Airlines Inc.","DEN","Denver, CO","Colorado","SLC","Salt Lake City, UT","Utah",
12555.00,1674.00,"JetBlue Airways","SJU","San Juan, PR","Puerto Rico","BOS","Boston, MA","Massachusetts",
12561.00,1029.00,"Sun Country Airlines d/b/a MN Airlines","JFK","New York, NY","New York","MSP","Minneapolis, MN","Minnesota",
12563.00,125.00,"SkyWest Airlines Inc.","ASE","Aspen, CO","Colorado","DEN","Denver, CO","Colorado",
12566.00,811.00,"United Air Lines Inc.","IAD","Washington, DC","Virginia","TPA","Tampa, FL","Florida",
12566.00,919.00,"Southwest Airlines Co.","RSW","Fort Myers, FL","Florida","BWI","Baltimore, MD","Maryland",
12573.00,588.00,"JetBlue Airways","SLC","Salt Lake City, UT","Utah","LGB","Long Beach, CA","California",
12581.00,468.00,"Southwest Airlines Co.","MDW","Chicago, IL","Illinois","BUF","Buffalo, NY","New York",
12605.00,2381.00,"JetBlue Airways","BOS","Boston, MA","Massachusetts","LAS","Las Vegas, NV","Nevada",
12612.00,2486.00,"Hawaiian Airlines Inc.","OGG","Kahului, HI","Hawaii","LAX","Los Angeles, CA","California",
12620.00,1127.00,"Spirit Air Lines","DTW","Detroit, MI","Michigan","FLL","Fort Lauderdale, FL","Florida",
12631.00,1011.00,"Southwest Airlines Co.","BUF","Buffalo, NY","New York","MCO","Orlando, FL","Florida",
12638.00,1535.00,"Sun Country Airlines d/b/a MN Airlines","MSP","Minneapolis, MN","Minnesota","LAX","Los Angeles, CA","California",
12650.00,3784.00,"American Airlines Inc.","DFW","Dallas/Fort Worth, TX","Texas","HNL","Honolulu, HI","Hawaii",
12655.00,484.00,"Southwest Airlines Co.","ATL","Atlanta, GA","Georgia","STL","St. Louis, MO","Missouri",
12661.00,258.00,"Spirit Air Lines","LAS","Las Vegas, NV","Nevada","SAN","San Diego, CA","California",
12663.00,2367.00,"United Air Lines Inc.","KOA","Kona, HI","Hawaii","SFO","San Francisco, CA","California",
12681.00,491.00,"Southwest Airlines Co.","BNA","Nashville, TN","Tennessee","MCI","Kansas City, MO","Missouri",
12683.00,1999.00,"Southwest Airlines Co.","BWI","Baltimore, MD","Maryland","PHX","Phoenix, AZ","Arizona",
12683.00,1028.00,"JetBlue Airways","PBI","West Palm Beach/Palm Beach, FL","Florida","JFK","New York, NY","New York",
12684.00,2381.00,"JetBlue Airways","LAS","Las Vegas, NV","Nevada","BOS","Boston, MA","Massachusetts",
12684.00,224.00,"Compass Airlines","SEA","Seattle, WA","Washington","GEG","Spokane, WA","Washington",
12687.00,236.00,"Delta Air Lines Inc.","LAX","Los Angeles, CA","California","LAS","Las Vegas, NV","Nevada",
12710.00,763.00,"Alaska Airlines Inc.","LAS","Las Vegas, NV","Nevada","PDX","Portland, OR","Oregon",
12710.00,395.00,"JetBlue Airways","BOS","Boston, MA","Massachusetts","BUF","Buffalo, NY","New York",
12715.00,862.00,"Delta Air Lines Inc.","DEN","Denver, CO","Colorado","LAX","Los Angeles, CA","California",
12717.00,1028.00,"JetBlue Airways","JFK","New York, NY","New York","PBI","West Palm Beach/Palm Beach, FL","Florida",
12729.00,998.00,"Southwest Airlines Co.","MSY","New Orleans, LA","Louisiana","BWI","Baltimore, MD","Maryland",
12730.00,1535.00,"Sun Country Airlines d/b/a MN Airlines","LAX","Los Angeles, CA","California","MSP","Minneapolis, MN","Minnesota",
12750.00,236.00,"Delta Air Lines Inc.","LAS","Las Vegas, NV","Nevada","LAX","Los Angeles, CA","California",
12755.00,184.00,"Delta Air Lines Inc.","LGA","New York, NY","New York","BOS","Boston, MA","Massachusetts",
12756.00,1242.00,"American Airlines Inc.","AUS","Austin, TX","Texas","LAX","Los Angeles, CA","California",
12769.00,1452.00,"Southwest Airlines Co.","DEN","Denver, CO","Colorado","IAD","Washington, DC","Virginia",
12773.00,1855.00,"Southwest Airlines Co.","MDW","Chicago, IL","Illinois","SFO","San Francisco, CA","California",
12778.00,1506.00,"Southwest Airlines Co.","TPA","Tampa, FL","Florida","DEN","Denver, CO","Colorado",
12793.00,2133.00,"American Airlines Inc.","PHX","Phoenix, AZ","Arizona","EWR","Newark, NJ","New Jersey",
12793.00,109.00,"Compass Airlines","LAX","Los Angeles, CA","California","SAN","San Diego, CA","California",
12814.00,749.00,"Delta Air Lines Inc.","ROC","Rochester, NY","New York","ATL","Atlanta, GA","Georgia",
12824.00,763.00,"Alaska Airlines Inc.","PDX","Portland, OR","Oregon","LAS","Las Vegas, NV","Nevada",
12827.00,612.00,"Southwest Airlines Co.","TPA","Tampa, FL","Florida","BNA","Nashville, TN","Tennessee",
12831.00,391.00,"Delta Air Lines Inc.","SLC","Salt Lake City, UT","Utah","DEN","Denver, CO","Colorado",
12844.00,413.00,"United Air Lines Inc.","PIT","Pittsburgh, PA","Pennsylvania","ORD","Chicago, IL","Illinois",
12845.00,1558.00,"American Airlines Inc.","DEN","Denver, CO","Colorado","PHL","Philadelphia, PA","Pennsylvania",
12853.00,793.00,"Southwest Airlines Co.","FLL","Fort Lauderdale, FL","Florida","BNA","Nashville, TN","Tennessee",
12855.00,577.00,"Spirit Air Lines","BWI","Baltimore, MD","Maryland","ATL","Atlanta, GA","Georgia",
12861.00,1047.00,"Southwest Airlines Co.","BOS","Boston, MA","Massachusetts","STL","St. Louis, MO","Missouri",
12870.00,280.00,"JetBlue Airways","PHL","Philadelphia, PA","Pennsylvania","BOS","Boston, MA","Massachusetts",
12872.00,749.00,"Delta Air Lines Inc.","ATL","Atlanta, GA","Georgia","ROC","Rochester, NY","New York",
12876.00,333.00,"Southwest Airlines Co.","ONT","Ontario, CA","California","SJC","San Jose, CA","California",
12882.00,808.00,"American Airlines Inc.","CLT","Charlotte, NC","North Carolina","MCI","Kansas City, MO","Missouri",
12894.00,687.00,"Southwest Airlines Co.","STL","St. Louis, MO","Missouri","HOU","Houston, TX","Texas",
12895.00,2248.00,"American Airlines Inc.","LAS","Las Vegas, NV","Nevada","JFK","New York, NY","New York",
12903.00,794.00,"Delta Air Lines Inc.","SYR","Syracuse, NY","New York","ATL","Atlanta, GA","Georgia",
12921.00,646.00,"American Airlines Inc.","RDU","Raleigh/Durham, NC","North Carolina","ORD","Chicago, IL","Illinois",
12924.00,2133.00,"American Airlines Inc.","EWR","Newark, NJ","New Jersey","PHX","Phoenix, AZ","Arizona",
12924.00,1744.00,"Spirit Air Lines","ORD","Chicago, IL","Illinois","LAX","Los Angeles, CA","California",
12933.00,201.00,"Hawaiian Airlines Inc.","LIH","Lihue, HI","Hawaii","OGG","Kahului, HI","Hawaii",
12939.00,616.00,"Southwest Airlines Co.","MCO","Orlando, FL","Florida","BNA","Nashville, TN","Tennessee",
12940.00,290.00,"American Airlines Inc.","ORF","Norfolk, VA","Virginia","CLT","Charlotte, NC","North Carolina",
12959.00,2496.00,"JetBlue Airways","SEA","Seattle, WA","Washington","BOS","Boston, MA","Massachusetts",
12966.00,416.00,"United Air Lines Inc.","EWR","Newark, NJ","New Jersey","RDU","Raleigh/Durham, NC","North Carolina",
12982.00,129.00,"Alaska Airlines Inc.","PDX","Portland, OR","Oregon","SEA","Seattle, WA","Washington",
12983.00,197.00,"Southwest Airlines Co.","LAS","Las Vegas, NV","Nevada","ONT","Ontario, CA","California",
12984.00,1747.00,"Southwest Airlines Co.","ATL","Atlanta, GA","Georgia","LAS","Las Vegas, NV","Nevada",
12990.00,980.00,"Delta Air Lines Inc.","MSP","Minneapolis, MN","Minnesota","RDU","Raleigh/Durham, NC","North Carolina",
12998.00,546.00,"American Airlines Inc.","CLT","Charlotte, NC","North Carolina","BUF","Buffalo, NY","New York",
12999.00,903.00,"Delta Air Lines Inc.","ATL","Atlanta, GA","Georgia","PVD","Providence, RI","Rhode Island",
13003.00,1011.00,"Southwest Airlines Co.","MCO","Orlando, FL","Florida","BUF","Buffalo, NY","New York",
13012.00,670.00,"Southwest Airlines Co.","HOU","Houston, TX","Texas","BNA","Nashville, TN","Tennessee",
13039.00,1747.00,"Southwest Airlines Co.","LAS","Las Vegas, NV","Nevada","ATL","Atlanta, GA","Georgia",
13044.00,1452.00,"Southwest Airlines Co.","IAD","Washington, DC","Virginia","DEN","Denver, CO","Colorado",
13050.00,594.00,"American Airlines Inc.","ATL","Atlanta, GA","Georgia","MIA","Miami, FL","Florida",
13051.00,2092.00,"Delta Air Lines Inc.","SMF","Sacramento, CA","California","ATL","Atlanta, GA","Georgia",
13053.00,808.00,"American Airlines Inc.","MCI","Kansas City, MO","Missouri","CLT","Charlotte, NC","North Carolina",
13061.00,2586.00,"American Airlines Inc.","SFO","San Francisco, CA","California","JFK","New York, NY","New York",
13076.00,2446.00,"United Air Lines Inc.","MCO","Orlando, FL","Florida","SFO","San Francisco, CA","California",
13082.00,616.00,"Southwest Airlines Co.","BNA","Nashville, TN","Tennessee","MCO","Orlando, FL","Florida",
13090.00,1024.00,"Delta Air Lines Inc.","DEN","Denver, CO","Colorado","SEA","Seattle, WA","Washington",
13095.00,75.00,"PSA Airlines Inc.","GSP","Greer, SC","South Carolina","CLT","Charlotte, NC","North Carolina",
13095.00,1947.00,"Southwest Airlines Co.","LAX","Los Angeles, CA","California","ATL","Atlanta, GA","Georgia",
13096.00,575.00,"American Airlines Inc.","CLT","Charlotte, NC","North Carolina","STL","St. Louis, MO","Missouri",
13099.00,2586.00,"American Airlines Inc.","JFK","New York, NY","New York","SFO","San Francisco, CA","California",
13105.00,670.00,"Southwest Airlines Co.","BNA","Nashville, TN","Tennessee","HOU","Houston, TX","Texas",
13105.00,326.00,"Southwest Airlines Co.","BUR","Burbank, CA","California","SFO","San Francisco, CA","California",
13107.00,719.00,"Southwest Airlines Co.","DCA","Washington, DC","Virginia","STL","St. Louis, MO","Missouri",
13109.00,1119.00,"Spirit Air Lines","DFW","Dallas/Fort Worth, TX","Texas","FLL","Fort Lauderdale, FL","Florida",
13118.00,290.00,"American Airlines Inc.","CLT","Charlotte, NC","North Carolina","ORF","Norfolk, VA","Virginia",
13132.00,157.00,"PSA Airlines Inc.","MYR","Myrtle Beach, SC","South Carolina","CLT","Charlotte, NC","North Carolina",
13146.00,326.00,"Southwest Airlines Co.","SFO","San Francisco, CA","California","BUR","Burbank, CA","California",
13156.00,612.00,"JetBlue Airways","RDU","Raleigh/Durham, NC","North Carolina","BOS","Boston, MA","Massachusetts",
13162.00,646.00,"Delta Air Lines Inc.","ATL","Atlanta, GA","Georgia","EYW","Key West, FL","Florida",
13177.00,862.00,"Delta Air Lines Inc.","LAX","Los Angeles, CA","California","DEN","Denver, CO","Colorado",
13178.00,109.00,"Compass Airlines","SAN","San Diego, CA","California","LAX","Los Angeles, CA","California",
13179.00,129.00,"SkyWest Airlines Inc.","PDX","Portland, OR","Oregon","SEA","Seattle, WA","Washington",
13187.00,75.00,"PSA Airlines Inc.","CLT","Charlotte, NC","North Carolina","GSP","Greer, SC","South Carolina",
13197.00,319.00,"Southwest Airlines Co.","DAL","Dallas, TX","Texas","MAF","Midland/Odessa, TX","Texas",
13216.00,546.00,"American Airlines Inc.","BUF","Buffalo, NY","New York","CLT","Charlotte, NC","North Carolina",
13220.00,333.00,"Southwest Airlines Co.","SJC","San Jose, CA","California","ONT","Ontario, CA","California",
13241.00,353.00,"Southwest Airlines Co.","LGB","Long Beach, CA","California","OAK","Oakland, CA","California",
13269.00,1855.00,"Southwest Airlines Co.","SFO","San Francisco, CA","California","MDW","Chicago, IL","Illinois",
13286.00,2611.00,"Delta Air Lines Inc.","BOS","Boston, MA","Massachusetts","LAX","Los Angeles, CA","California",
13296.00,1546.00,"United Air Lines Inc.","MCO","Orlando, FL","Florida","DEN","Denver, CO","Colorado",
13299.00,794.00,"Delta Air Lines Inc.","ATL","Atlanta, GA","Georgia","SYR","Syracuse, NY","New York",
13313.00,197.00,"Southwest Airlines Co.","ONT","Ontario, CA","California","LAS","Las Vegas, NV","Nevada",
13324.00,2486.00,"Delta Air Lines Inc.","OGG","Kahului, HI","Hawaii","LAX","Los Angeles, CA","California",
13324.00,719.00,"Southwest Airlines Co.","STL","St. Louis, MO","Missouri","DCA","Washington, DC","Virginia",
13335.00,909.00,"United Air Lines Inc.","SMF","Sacramento, CA","California","DEN","Denver, CO","Colorado",
13343.00,496.00,"JetBlue Airways","PIT","Pittsburgh, PA","Pennsylvania","BOS","Boston, MA","Massachusetts",
13352.00,1931.00,"Delta Air Lines Inc.","MCO","Orlando, FL","Florida","SLC","Salt Lake City, UT","Utah",
13363.00,584.00,"Delta Air Lines Inc.","SLC","Salt Lake City, UT","Utah","SJC","San Jose, CA","California",
13369.00,1072.00,"Southwest Airlines Co.","PVD","Providence, RI","Rhode Island","MCO","Orlando, FL","Florida",
13374.00,1626.00,"Delta Air Lines Inc.","DEN","Denver, CO","Colorado","JFK","New York, NY","New York",
13375.00,2295.00,"Southwest Airlines Co.","SAN","San Diego, CA","California","BWI","Baltimore, MD","Maryland",
13376.00,1739.00,"American Airlines Inc.","PDX","Portland, OR","Oregon","ORD","Chicago, IL","Illinois",
13388.00,1558.00,"American Airlines Inc.","PHL","Philadelphia, PA","Pennsylvania","DEN","Denver, CO","Colorado",
13388.00,2446.00,"United Air Lines Inc.","SFO","San Francisco, CA","California","MCO","Orlando, FL","Florida",
13398.00,1587.00,"Southwest Airlines Co.","LAS","Las Vegas, NV","Nevada","BNA","Nashville, TN","Tennessee",
13400.00,551.00,"American Airlines Inc.","ELP","El Paso, TX","Texas","DFW","Dallas/Fort Worth, TX","Texas",
13401.00,834.00,"Southwest Airlines Co.","PIT","Pittsburgh, PA","Pennsylvania","MCO","Orlando, FL","Florida",
13408.00,700.00,"American Airlines Inc.","MIA","Miami, FL","Florida","RDU","Raleigh/Durham, NC","North Carolina",
13415.00,874.00,"Delta Air Lines Inc.","MSP","Minneapolis, MN","Minnesota","BZN","Bozeman, MT","Montana",
13423.00,432.00,"Delta Air Lines Inc.","ATL","Atlanta, GA","Georgia","DAY","Dayton, OH","Ohio",
13426.00,2611.00,"Delta Air Lines Inc.","LAX","Los Angeles, CA","California","BOS","Boston, MA","Massachusetts",
13428.00,2105.00,"Delta Air Lines Inc.","BOS","Boston, MA","Massachusetts","SLC","Salt Lake City, UT","Utah",
13436.00,1739.00,"American Airlines Inc.","ORD","Chicago, IL","Illinois","PDX","Portland, OR","Oregon",
13437.00,249.00,"Southwest Airlines Co.","CVG","Cincinnati, OH","Kentucky","MDW","Chicago, IL","Illinois",
13450.00,964.00,"United Air Lines Inc.","IAH","Houston, TX","Texas","MIA","Miami, FL","Florida",
13453.00,1626.00,"Delta Air Lines Inc.","JFK","New York, NY","New York","DEN","Denver, CO","Colorado",
13465.00,853.00,"American Airlines Inc.","DFW","Dallas/Fort Worth, TX","Texas","MKE","Milwaukee, WI","Wisconsin",
13466.00,1931.00,"Delta Air Lines Inc.","SLC","Salt Lake City, UT","Utah","MCO","Orlando, FL","Florida",
13475.00,413.00,"United Air Lines Inc.","ORD","Chicago, IL","Illinois","PIT","Pittsburgh, PA","Pennsylvania",
13480.00,1027.00,"Delta Air Lines Inc.","PWM","Portland, ME","Maine","ATL","Atlanta, GA","Georgia",
13481.00,1269.00,"Delta Air Lines Inc.","ABQ","Albuquerque, NM","New Mexico","ATL","Atlanta, GA","Georgia",
13492.00,1069.00,"Southwest Airlines Co.","LAS","Las Vegas, NV","Nevada","SAT","San Antonio, TX","Texas",
13493.00,1009.00,"United Air Lines Inc.","PHX","Phoenix, AZ","Arizona","IAH","Houston, TX","Texas",
13497.00,971.00,"Southwest Airlines Co.","ISP","Islip, NY","New York","MCO","Orlando, FL","Florida",
13499.00,1027.00,"Delta Air Lines Inc.","ATL","Atlanta, GA","Georgia","PWM","Portland, ME","Maine",
13499.00,971.00,"Southwest Airlines Co.","MCO","Orlando, FL","Florida","ISP","Islip, NY","New York",
13521.00,594.00,"American Airlines Inc.","MIA","Miami, FL","Florida","ATL","Atlanta, GA","Georgia",
13524.00,496.00,"JetBlue Airways","BOS","Boston, MA","Massachusetts","PIT","Pittsburgh, PA","Pennsylvania",
13529.00,432.00,"Delta Air Lines Inc.","DAY","Dayton, OH","Ohio","ATL","Atlanta, GA","Georgia",
13545.00,811.00,"United Air Lines Inc.","TPA","Tampa, FL","Florida","IAD","Washington, DC","Virginia",
13555.00,1744.00,"Spirit Air Lines","LAX","Los Angeles, CA","California","ORD","Chicago, IL","Illinois",
13577.00,719.00,"American Airlines Inc.","ORD","Chicago, IL","Illinois","EWR","Newark, NJ","New Jersey",
13589.00,1754.00,"Southwest Airlines Co.","DEN","Denver, CO","Colorado","BOS","Boston, MA","Massachusetts",
13590.00,448.00,"Delta Air Lines Inc.","MSP","Minneapolis, MN","Minnesota","STL","St. Louis, MO","Missouri",
13599.00,468.00,"Southwest Airlines Co.","BUF","Buffalo, NY","New York","MDW","Chicago, IL","Illinois",
13599.00,909.00,"United Air Lines Inc.","DEN","Denver, CO","Colorado","SMF","Sacramento, CA","California",
