"PASSENGERS","DISTANCE","UNIQUE_CARRIER_NAME","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_NM","DEST","DEST_CITY_NAME","DEST_STATE_NM",
3.00,47.00,"Harris Air Services","SIT","Sitka, AK","Alaska","TKE","Tenakee, AK","Alaska",
3.00,47.00,"Harris Air Services","TKE","Tenakee, AK","Alaska","SIT","Sitka, AK","Alaska",
3.00,73.00,"Kalinin Aviation LLC d/b/a Alaska Seaplanes","GST","Gustavus, AK","Alaska","SGY","Skagway, AK","Alaska",
3.00,32.00,"Kalinin Aviation LLC d/b/a Alaska Seaplanes","JNU","Juneau, AK","Alaska","EXI","Excursion Inlet, AK","Alaska",
3.00,98.00,"Kalinin Aviation LLC d/b/a Alaska Seaplanes","KAE","Kake, AK","Alaska","JNU","Juneau, AK","Alaska",
3.00,17.00,"Kalinin Aviation LLC d/b/a Alaska Seaplanes","SGY","Skagway, AK","Alaska","HNS","Haines, AK","Alaska",
3.00,82.00,"Tradewind Aviation","BED","Bedford, MA","Massachusetts","MVY","Martha's Vineyard, MA","Massachusetts",
3.00,144.00,"Tradewind Aviation","BVY","Beverly, MA","Massachusetts","1B1","Hudson, NY","New York",
3.00,149.00,"Tradewind Aviation","DXR","Danbury, CT","Connecticut","MVY","Martha's Vineyard, MA","Massachusetts",
3.00,520.00,"Tradewind Aviation","FDY","Findlay, OH","Ohio","HPN","White Plains, NY","New York",
3.00,88.00,"Tradewind Aviation","FID","Fishers Island, NY","New York","HPN","White Plains, NY","New York",
3.00,85.00,"Tradewind Aviation","FOK","Westhampton, NY","New York","NPT","Newport, RI","Rhode Island",
3.00,232.00,"Tradewind Aviation","HGR","Hagerstown, MD","Maryland","HPN","White Plains, NY","New York",
3.00,166.00,"Tradewind Aviation","HPN","White Plains, NY","New York","BOS","Boston, MA","Massachusetts",
3.00,520.00,"Tradewind Aviation","HPN","White Plains, NY","New York","FDY","Findlay, OH","Ohio",
3.00,232.00,"Tradewind Aviation","HPN","White Plains, NY","New York","HGR","Hagerstown, MD","Maryland",
3.00,618.00,"Tradewind Aviation","HPN","White Plains, NY","New York","LEX","Lexington, KY","Kentucky",
3.00,167.00,"Tradewind Aviation","HPN","White Plains, NY","New York","MA1","Edgartown, MA","Massachusetts",
3.00,130.00,"Tradewind Aviation","HTO","East Hampton, NY","New York","PVC","Provincetown, MA","Massachusetts",
3.00,68.00,"Tradewind Aviation","HTO","East Hampton, NY","New York","PVD","Providence, RI","Rhode Island",
3.00,114.00,"Tradewind Aviation","HYA","Hyannis, MA","Massachusetts","HTO","East Hampton, NY","New York",
3.00,229.00,"Tradewind Aviation","IAD","Washington, DC","Virginia","LGA","New York, NY","New York",
3.00,618.00,"Tradewind Aviation","LEX","Lexington, KY","Kentucky","HPN","White Plains, NY","New York",
3.00,72.00,"Tradewind Aviation","MPO","Mt. Pocono, PA","Pennsylvania","TEB","Teterboro, NJ","New Jersey",
3.00,132.00,"Tradewind Aviation","MVY","Martha's Vineyard, MA","Massachusetts","BDR","Bridgeport, CT","Connecticut",
3.00,149.00,"Tradewind Aviation","MVY","Martha's Vineyard, MA","Massachusetts","DXR","Danbury, CT","Connecticut",
3.00,85.00,"Tradewind Aviation","NPT","Newport, RI","Rhode Island","FOK","Westhampton, NY","New York",
3.00,112.00,"Tradewind Aviation","PSF","Pittsfield, MA","Massachusetts","ZXU","North Kingstown, RI","Rhode Island",
3.00,130.00,"Tradewind Aviation","PVC","Provincetown, MA","Massachusetts","HTO","East Hampton, NY","New York",
3.00,315.00,"Tradewind Aviation","WVL","Augusta/Waterville, ME","Maine","HPN","White Plains, NY","New York",
3.00,112.00,"Tradewind Aviation","ZXU","North Kingstown, RI","Rhode Island","PSF","Pittsfield, MA","Massachusetts",
3.00,2601.00,"Avjet Corporation","BUR","Burbank, CA","California","BOS","Boston, MA","Massachusetts",
3.00,919.00,"Avjet Corporation","BUR","Burbank, CA","California","HLN","Helena, MT","Montana",
3.00,2449.00,"Avjet Corporation","BUR","Burbank, CA","California","TEB","Teterboro, NJ","New Jersey",
3.00,919.00,"Avjet Corporation","HLN","Helena, MT","Montana","BUR","Burbank, CA","California",
3.00,1320.00,"Avjet Corporation","HVN","New Haven, CT","Connecticut","SLN","Salina, KS","Kansas",
3.00,867.00,"Avjet Corporation","LAS","Las Vegas, NV","Nevada","SEA","Seattle, WA","Washington",
3.00,386.00,"Avjet Corporation","LAS","Las Vegas, NV","Nevada","SJC","San Jose, CA","California",
3.00,184.00,"Avjet Corporation","MVY","Martha's Vineyard, MA","Massachusetts","TEB","Teterboro, NJ","New Jersey",
3.00,1193.00,"Avjet Corporation","SLN","Salina, KS","Kansas","BUR","Burbank, CA","California",
3.00,1276.00,"Atlas Air Inc.","MSP","Minneapolis, MN","Minnesota","PHX","Phoenix, AZ","Arizona",
3.00,542.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","BNA","Nashville, TN","Tennessee","IAD","Washington, DC","Virginia",
3.00,634.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","BNA","Nashville, TN","Tennessee","IPT","Williamsport, PA","Pennsylvania",
3.00,1423.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","BZN","Bozeman, MT","Montana","TN8","Nashville, TN","Tennessee",
3.00,476.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","DET","Detroit, MI","Michigan","BNA","Nashville, TN","Tennessee",
3.00,542.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","IAD","Washington, DC","Virginia","BNA","Nashville, TN","Tennessee",
3.00,200.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","MEM","Memphis, TN","Tennessee","BNA","Nashville, TN","Tennessee",
3.00,1035.00,"CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle","UGN","Waukegan, IL","Illinois","TSM","Taos, NM","New Mexico",
3.00,137.00,"Jet Aviation Flight Services, Inc.","ACK","Nantucket, MA","Massachusetts","FOK","Westhampton, NY","New York",
3.00,870.00,"Jet Aviation Flight Services, Inc.","APA","Denver, CO","Colorado","C01","Camarillo, CA","California",
3.00,1016.00,"Jet Aviation Flight Services, Inc.","ASE","Aspen, CO","Colorado","ENW","Kenosha, WI","Wisconsin",
3.00,815.00,"Jet Aviation Flight Services, Inc.","BED","Bedford, MA","Massachusetts","CHS","Charleston, SC","South Carolina",
3.00,199.00,"Jet Aviation Flight Services, Inc.","BED","Bedford, MA","Massachusetts","MMU","Morristown, NJ","New Jersey",
3.00,2467.00,"Jet Aviation Flight Services, Inc.","BFI","Seattle, WA","Washington","FOK","Westhampton, NY","New York",
3.00,640.00,"Jet Aviation Flight Services, Inc.","BOS","Boston, MA","Massachusetts","CMH","Columbus, OH","Ohio",
3.00,815.00,"Jet Aviation Flight Services, Inc.","CHS","Charleston, SC","South Carolina","BED","Bedford, MA","Massachusetts",
3.00,431.00,"Jet Aviation Flight Services, Inc.","DFW","Dallas/Fort Worth, TX","Texas","MEM","Memphis, TN","Tennessee",
3.00,869.00,"Jet Aviation Flight Services, Inc.","DPA","Chicago, IL","Illinois","ZXU","North Kingstown, RI","Rhode Island",
3.00,1183.00,"Jet Aviation Flight Services, Inc.","ENW","Kenosha, WI","Wisconsin","PBI","West Palm Beach/Palm Beach, FL","Florida",
3.00,11.00,"Jet Aviation Flight Services, Inc.","EWR","Newark, NJ","New Jersey","TSS","New York, NY","New York",
3.00,137.00,"Jet Aviation Flight Services, Inc.","FOK","Westhampton, NY","New York","ACK","Nantucket, MA","Massachusetts",
3.00,771.00,"Jet Aviation Flight Services, Inc.","HVN","New Haven, CT","Connecticut","MDW","Chicago, IL","Illinois",
3.00,187.00,"Jet Aviation Flight Services, Inc.","HYA","Hyannis, MA","Massachusetts","RUT","Rutland, VT","Vermont",
3.00,690.00,"Jet Aviation Flight Services, Inc.","IND","Indianapolis, IN","Indiana","BTR","Baton Rouge, LA","Louisiana",
3.00,1107.00,"Jet Aviation Flight Services, Inc.","IND","Indianapolis, IN","Indiana","HDN","Hayden, CO","Colorado",
3.00,503.00,"Jet Aviation Flight Services, Inc.","IND","Indianapolis, IN","Indiana","MSP","Minneapolis, MN","Minnesota",
3.00,791.00,"Jet Aviation Flight Services, Inc.","LA2","Hammond, LA","Louisiana","MDW","Chicago, IL","Illinois",
3.00,493.00,"Jet Aviation Flight Services, Inc.","LUK","Cincinnati, OH","Ohio","PHL","Philadelphia, PA","Pennsylvania",
3.00,791.00,"Jet Aviation Flight Services, Inc.","MDW","Chicago, IL","Illinois","LA2","Hammond, LA","Louisiana",
3.00,1059.00,"Jet Aviation Flight Services, Inc.","MDW","Chicago, IL","Illinois","RIL","Rifle, CO","Colorado",
3.00,271.00,"Jet Aviation Flight Services, Inc.","MDW","Chicago, IL","Illinois","SDF","Louisville, KY","Kentucky",
3.00,652.00,"Jet Aviation Flight Services, Inc.","MEM","Memphis, TN","Tennessee","PIT","Pittsburgh, PA","Pennsylvania",
3.00,1678.00,"Jet Aviation Flight Services, Inc.","MIA","Miami, FL","Florida","COS","Colorado Springs, CO","Colorado",
3.00,867.00,"Jet Aviation Flight Services, Inc.","MSY","New Orleans, LA","Louisiana","UGN","Waukegan, IL","Illinois",
3.00,320.00,"Jet Aviation Flight Services, Inc.","OAK","Oakland, CA","California","VNY","Van Nuys, CA","California",
3.00,1005.00,"Jet Aviation Flight Services, Inc.","OPF","Miami, FL","Florida","PHL","Philadelphia, PA","Pennsylvania",
3.00,2416.00,"Jet Aviation Flight Services, Inc.","ORL","Orlando, FL","Florida","SJC","San Jose, CA","California",
3.00,474.00,"Jet Aviation Flight Services, Inc.","PHL","Philadelphia, PA","Pennsylvania","BHB","Bar Harbor, ME","Maine",
3.00,493.00,"Jet Aviation Flight Services, Inc.","PHL","Philadelphia, PA","Pennsylvania","LUK","Cincinnati, OH","Ohio",
3.00,325.00,"Jet Aviation Flight Services, Inc.","PIT","Pittsburgh, PA","Pennsylvania","TEB","Teterboro, NJ","New Jersey",
3.00,375.00,"Jet Aviation Flight Services, Inc.","SCF","Phoenix, AZ","Arizona","LAX","Los Angeles, CA","California",
3.00,271.00,"Jet Aviation Flight Services, Inc.","SDF","Louisville, KY","Kentucky","MDW","Chicago, IL","Illinois",
3.00,337.00,"Jet Aviation Flight Services, Inc.","SFO","San Francisco, CA","California","LAX","Los Angeles, CA","California",
3.00,158.00,"Jet Aviation Flight Services, Inc.","SJC","San Jose, CA","California","VIS","Visalia, CA","California",
3.00,1375.00,"Jet Aviation Flight Services, Inc.","SNA","Santa Ana, CA","California","TXK","Texarkana, AR","Arkansas",
3.00,182.00,"Jet Aviation Flight Services, Inc.","TEB","Teterboro, NJ","New Jersey","BED","Bedford, MA","Massachusetts",
3.00,469.00,"Jet Aviation Flight Services, Inc.","TEB","Teterboro, NJ","New Jersey","CMH","Columbus, OH","Ohio",
3.00,84.00,"Jet Aviation Flight Services, Inc.","TEB","Teterboro, NJ","New Jersey","N4Y","Southampton, NY","New York",
3.00,478.00,"Jet Aviation Flight Services, Inc.","TEB","Teterboro, NJ","New Jersey","OSU","Columbus, OH","Ohio",
3.00,9.00,"Jet Aviation Flight Services, Inc.","TEB","Teterboro, NJ","New Jersey","TSS","New York, NY","New York",
3.00,2456.00,"Jet Aviation Flight Services, Inc.","TEB","Teterboro, NJ","New Jersey","VNY","Van Nuys, CA","California",
3.00,823.00,"Jet Aviation Flight Services, Inc.","TXK","Texarkana, AR","Arkansas","ORL","Orlando, FL","Florida",
3.00,867.00,"Jet Aviation Flight Services, Inc.","UGN","Waukegan, IL","Illinois","MSY","New Orleans, LA","Louisiana",
3.00,605.00,"Jet Aviation Flight Services, Inc.","UT1","Heber, UT","Utah","SJC","San Jose, CA","California",
3.00,158.00,"Jet Aviation Flight Services, Inc.","VIS","Visalia, CA","California","SJC","San Jose, CA","California",
3.00,291.00,"Jet Aviation Flight Services, Inc.","VNY","Van Nuys, CA","California","SJC","San Jose, CA","California",
3.00,212.00,"ADVANCED AIR, LLC","FAT","Fresno, CA","California","HHR","Hawthorne, CA","California",
3.00,805.00,"ADVANCED AIR, LLC","FCA","Kalispell, MT","Montana","APC","Napa, CA","California",
3.00,212.00,"ADVANCED AIR, LLC","HHR","Hawthorne, CA","California","FAT","Fresno, CA","California",
3.00,270.00,"ADVANCED AIR, LLC","HHR","Hawthorne, CA","California","MRY","Monterey, CA","California",
3.00,54.00,"ADVANCED AIR, LLC","HHR","Hawthorne, CA","California","OXR","Oxnard/Ventura, CA","California",
3.00,370.00,"ADVANCED AIR, LLC","HHR","Hawthorne, CA","California","SCF","Phoenix, AZ","Arizona",
3.00,355.00,"ADVANCED AIR, LLC","HHR","Hawthorne, CA","California","TVL","Lake Tahoe, CA","California",
3.00,54.00,"ADVANCED AIR, LLC","OXR","Oxnard/Ventura, CA","California","HHR","Hawthorne, CA","California",
3.00,370.00,"ADVANCED AIR, LLC","SCF","Phoenix, AZ","Arizona","HHR","Hawthorne, CA","California",
3.00,312.00,"ADVANCED AIR, LLC","SJC","San Jose, CA","California","HHR","Hawthorne, CA","California",
3.00,188.00,"ADVANCED AIR, LLC","SJC","San Jose, CA","California","RNO","Reno, NV","Nevada",
3.00,41.00,"Venture Travel LLC d/b/a Taquan Air Service","KTB","Thorne Bay, AK","Alaska","WFB","Ketchikan, AK","Alaska",
3.00,68.00,"Venture Travel LLC d/b/a Taquan Air Service","WFB","Ketchikan, AK","Alaska","KCC","Coffman Cove, AK","Alaska",
3.00,768.00,"Commutair Aka Champlain Enterprises, Inc.","GRR","Grand Rapids, MI","Michigan","PWM","Portland, ME","Maine",
3.00,188.00,"Commutair Aka Champlain Enterprises, Inc.","MDT","Harrisburg, PA","Pennsylvania","RIC","Richmond, VA","Virginia",
3.00,153.00,"ExpressJet Airlines Inc.","GSP","Greer, SC","South Carolina","ATL","Atlanta, GA","Georgia",
3.00,377.00,"SkyWest Airlines Inc.","ATL","Atlanta, GA","Georgia","ILM","Wilmington, NC","North Carolina",
3.00,588.00,"SkyWest Airlines Inc.","IAD","Washington, DC","Virginia","ORD","Chicago, IL","Illinois",
3.00,980.00,"SkyWest Airlines Inc.","MSP","Minneapolis, MN","Minnesota","ALB","Albany, NY","New York",
3.00,870.00,"SkyWest Airlines Inc.","SAT","San Antonio, TX","Texas","DSM","Des Moines, IA","Iowa",
3.00,1359.00,"Southwest Airlines Co.","TUL","Tulsa, OK","Oklahoma","GEG","Spokane, WA","Washington",
3.00,321.00,"Southwest Airlines Co.","TUS","Tucson, AZ","Arizona","ABQ","Albuquerque, NM","New Mexico",
3.00,655.00,"Republic Airline","GSP","Greer, SC","South Carolina","LFT","Lafayette, LA","Louisiana",
3.00,68.00,"Pacific Airways, Inc.","WFB","Ketchikan, AK","Alaska","KCC","Coffman Cove, AK","Alaska",
3.00,28.00,"Bering Air Inc.","ABL","Ambler, AK","Alaska","OBU","Kobuk, AK","Alaska",
3.00,136.00,"Bering Air Inc.","DRG","Deering, AK","Alaska","RDB","Red Dog, AK","Alaska",
3.00,181.00,"Bering Air Inc.","GAL","Galena, AK","Alaska","GLV","Golovin, AK","Alaska",
3.00,113.00,"Bering Air Inc.","GLV","Golovin, AK","Alaska","BKC","Buckland, AK","Alaska",
3.00,181.00,"Bering Air Inc.","GLV","Golovin, AK","Alaska","GAL","Galena, AK","Alaska",
3.00,436.00,"Bering Air Inc.","KKA","Koyuk, AK","Alaska","ANC","Anchorage, AK","Alaska",
3.00,88.00,"Bering Air Inc.","ORV","Noorvik, AK","Alaska","ABL","Ambler, AK","Alaska",
3.00,32.00,"Bering Air Inc.","ORV","Noorvik, AK","Alaska","WLK","Selawik, AK","Alaska",
3.00,155.00,"Bering Air Inc.","OTZ","Kotzebue, AK","Alaska","DCK","Dahl Creek, AK","Alaska",
3.00,59.00,"Bering Air Inc.","OTZ","Kotzebue, AK","Alaska","IAN","Kiana, AK","Alaska",
3.00,172.00,"Bering Air Inc.","RDB","Red Dog, AK","Alaska","SHG","Shungnak, AK","Alaska",
3.00,105.00,"Bering Air Inc.","SHG","Shungnak, AK","Alaska","ORV","Noorvik, AK","Alaska",
3.00,32.00,"Bering Air Inc.","WLK","Selawik, AK","Alaska","ORV","Noorvik, AK","Alaska",
3.00,80.00,"Bering Air Inc.","WLK","Selawik, AK","Alaska","SHG","Shungnak, AK","Alaska",
3.00,15.00,"Bering Air Inc.","WMO","White Mountain, AK","Alaska","GLV","Golovin, AK","Alaska",
3.00,158.00,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service","DLG","Dillingham, AK","Alaska","KWT","Kwethluk, AK","Alaska",
3.00,73.00,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","FAI","Fairbanks, AK","Alaska","A6K","Fairbanks1, AK","Alaska",
3.00,254.00,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","FAI","Fairbanks, AK","Alaska","HSL","Huslia, AK","Alaska",
3.00,72.00,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","HSL","Huslia, AK","Alaska","RBY","Ruby, AK","Alaska",
3.00,102.00,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","KAL","Kaltag, AK","Alaska","RBY","Ruby, AK","Alaska",
3.00,72.00,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","RBY","Ruby, AK","Alaska","HSL","Huslia, AK","Alaska",
3.00,102.00,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","RBY","Ruby, AK","Alaska","KAL","Kaltag, AK","Alaska",
3.00,220.00,"Ryan Air f/k/a Arctic Transportation","ANC","Anchorage, AK","Alaska","MCG","McGrath, AK","Alaska",
3.00,95.00,"Ryan Air f/k/a Arctic Transportation","ANI","Aniak, AK","Alaska","BET","Bethel, AK","Alaska",
3.00,55.00,"Ryan Air f/k/a Arctic Transportation","ANI","Aniak, AK","Alaska","FVQ","Donlin Creek Mine, AK","Alaska",
3.00,27.00,"Ryan Air f/k/a Arctic Transportation","ANI","Aniak, AK","Alaska","KLG","Kalskag, AK","Alaska",
3.00,112.00,"Ryan Air f/k/a Arctic Transportation","BET","Bethel, AK","Alaska","OOK","Toksook, AK","Alaska",
3.00,64.00,"Ryan Air f/k/a Arctic Transportation","BET","Bethel, AK","Alaska","ZNC","Nyac, AK","Alaska",
3.00,55.00,"Ryan Air f/k/a Arctic Transportation","FVQ","Donlin Creek Mine, AK","Alaska","ANI","Aniak, AK","Alaska",
3.00,43.00,"Ryan Air f/k/a Arctic Transportation","HCR","Holy Cross, AK","Alaska","ANI","Aniak, AK","Alaska",
3.00,112.00,"Ryan Air f/k/a Arctic Transportation","OOK","Toksook, AK","Alaska","BET","Bethel, AK","Alaska",
3.00,60.00,"Ryan Air f/k/a Arctic Transportation","RSH","Russian Mission, AK","Alaska","ANI","Aniak, AK","Alaska",
3.00,36.00,"Ryan Air f/k/a Arctic Transportation","RSH","Russian Mission, AK","Alaska","KLG","Kalskag, AK","Alaska",
3.00,393.00,"Ryan Air f/k/a Arctic Transportation","UNK","Unalakleet, AK","Alaska","ANC","Anchorage, AK","Alaska",
3.00,147.00,"Ryan Air f/k/a Arctic Transportation","UNK","Unalakleet, AK","Alaska","OME","Nome, AK","Alaska",
3.00,187.00,"Wright Air Service","FAI","Fairbanks, AK","Alaska","WCR","Chandalar, AK","Alaska",
3.00,143.00,"Wright Air Service","FYU","Fort Yukon, AK","Alaska","FAI","Fairbanks, AK","Alaska",
3.00,64.00,"Wright Air Service","HUS","Hughes, AK","Alaska","HSL","Huslia, AK","Alaska",
3.00,294.00,"Wright Air Service","OBU","Kobuk, AK","Alaska","FAI","Fairbanks, AK","Alaska",
4.00,594.00,"American Airlines Inc.","ATL","Atlanta, GA","Georgia","DTW","Detroit, MI","Michigan",
4.00,657.00,"American Airlines Inc.","IAH","Houston, TX","Texas","BNA","Nashville, TN","Tennessee",
4.00,416.00,"American Airlines Inc.","SNA","Santa Ana, CA","California","TUS","Tucson, AZ","Arizona",
4.00,666.00,"Delta Air Lines Inc.","DSM","Des Moines, IA","Iowa","JAN","Jackson/Vicksburg, MS","Mississippi",
4.00,828.00,"Delta Air Lines Inc.","JFK","New York, NY","New York","JAX","Jacksonville, FL","Florida",
4.00,185.00,"Grant Aviation","AKN","King Salmon, AK","Alaska","KCQ","Chignik, AK","Alaska",
4.00,72.00,"Grant Aviation","BET","Bethel, AK","Alaska","KLG","Kalskag, AK","Alaska",
4.00,75.00,"Grant Aviation","BET","Bethel, AK","Alaska","MLL","Marshall, AK","Alaska",
4.00,90.00,"Grant Aviation","BET","Bethel, AK","Alaska","PQS","Pilot Station, AK","Alaska",
4.00,8.00,"Grant Aviation","BET","Bethel, AK","Alaska","WNA","Napakiak, AK","Alaska",
4.00,185.00,"Grant Aviation","KCQ","Chignik, AK","Alaska","AKN","King Salmon, AK","Alaska",
4.00,4303.00,"United Air Lines Inc.","GRR","Grand Rapids, MI","Michigan","OGG","Kahului, HI","Hawaii",
4.00,984.00,"United Air Lines Inc.","MKE","Milwaukee, WI","Wisconsin","IAH","Houston, TX","Texas",
4.00,282.00,"United Air Lines Inc.","MSP","Minneapolis, MN","Minnesota","OMA","Omaha, NE","Nebraska",
4.00,1449.00,"United Air Lines Inc.","ORF","Norfolk, VA","Virginia","STT","Charlotte Amalie, VI","U.S. Virgin Islands",
4.00,509.00,"Southwest Airlines Co.","ALB","Albany, NY","New York","CMH","Columbus, OH","Ohio",
4.00,1643.00,"Southwest Airlines Co.","ALB","Albany, NY","New York","SAT","San Antonio, TX","Texas",
4.00,2449.00,"Southwest Airlines Co.","ALB","Albany, NY","New York","SNA","Santa Ana, CA","California",
4.00,359.00,"Southwest Airlines Co.","AMA","Amarillo, TX","Texas","DEN","Denver, CO","Colorado",
4.00,955.00,"Southwest Airlines Co.","AMA","Amarillo, TX","Texas","LAX","Los Angeles, CA","California",
4.00,259.00,"Southwest Airlines Co.","ATL","Atlanta, GA","Georgia","CHS","Charleston, SC","South Carolina",
4.00,1519.00,"Southwest Airlines Co.","BDL","Hartford, CT","Connecticut","HOU","Houston, TX","Texas",
4.00,399.00,"Southwest Airlines Co.","BOI","Boise, ID","Idaho","SEA","Seattle, WA","Washington",
4.00,632.00,"Southwest Airlines Co.","BOS","Boston, MA","Massachusetts","DTW","Detroit, MI","Michigan",
4.00,912.00,"Southwest Airlines Co.","BWI","Baltimore, MD","Maryland","LIT","Little Rock, AR","Arkansas",
4.00,317.00,"Southwest Airlines Co.","CHS","Charleston, SC","South Carolina","MCO","Orlando, FL","Florida",
4.00,1799.00,"Southwest Airlines Co.","CHS","Charleston, SC","South Carolina","TUS","Tucson, AZ","Arizona",
4.00,310.00,"Southwest Airlines Co.","CLE","Cleveland, OH","Ohio","DCA","Washington, DC","Virginia",
4.00,363.00,"Southwest Airlines Co.","CLE","Cleveland, OH","Ohio","PHL","Philadelphia, PA","Pennsylvania",
4.00,811.00,"Southwest Airlines Co.","CLE","Cleveland, OH","Ohio","PNS","Pensacola, FL","Florida",
4.00,1267.00,"Southwest Airlines Co.","CRP","Corpus Christi, TX","Texas","ONT","Ontario, CA","California",
4.00,2026.00,"Southwest Airlines Co.","CVG","Cincinnati, OH","Kentucky","OAK","Oakland, CA","California",
4.00,1420.00,"Southwest Airlines Co.","DAL","Dallas, TX","Texas","ISP","Islip, NY","New York",
4.00,816.00,"Southwest Airlines Co.","DCA","Washington, DC","Virginia","PNS","Pensacola, FL","Florida",
4.00,533.00,"Southwest Airlines Co.","DTW","Detroit, MI","Michigan","DSM","Des Moines, IA","Iowa",
4.00,829.00,"Southwest Airlines Co.","DTW","Detroit, MI","Michigan","ECP","Panama City, FL","Florida",
4.00,981.00,"Southwest Airlines Co.","ECP","Panama City, FL","Florida","LGA","New York, NY","New York",
4.00,1247.00,"Southwest Airlines Co.","ELP","El Paso, TX","Texas","SDF","Louisville, KY","Kentucky",
4.00,2327.00,"Southwest Airlines Co.","IAD","Washington, DC","Virginia","PDX","Portland, OR","Oregon",
4.00,1563.00,"Southwest Airlines Co.","IND","Indianapolis, IN","Indiana","BOI","Boise, ID","Idaho",
4.00,902.00,"Southwest Airlines Co.","ISP","Islip, NY","New York","BHM","Birmingham, AL","Alabama",
4.00,929.00,"Southwest Airlines Co.","ISP","Islip, NY","New York","STL","St. Louis, MO","Missouri",
4.00,245.00,"Southwest Airlines Co.","JAX","Jacksonville, FL","Florida","ECP","Panama City, FL","Florida",
4.00,945.00,"Southwest Airlines Co.","LAX","Los Angeles, CA","California","GEG","Spokane, WA","Washington",
4.00,2445.00,"Southwest Airlines Co.","LGA","New York, NY","New York","PDX","Portland, OR","Oregon",
4.00,495.00,"Southwest Airlines Co.","LIT","Little Rock, AR","Arkansas","OMA","Omaha, NE","Nebraska",
4.00,999.00,"Southwest Airlines Co.","LIT","Little Rock, AR","Arkansas","PHL","Philadelphia, PA","Pennsylvania",
4.00,356.00,"Southwest Airlines Co.","MAF","Midland/Odessa, TX","Texas","OKC","Oklahoma City, OK","Oklahoma",
4.00,610.00,"Southwest Airlines Co.","MEM","Memphis, TN","Tennessee","DTW","Detroit, MI","Michigan",
4.00,1567.00,"Southwest Airlines Co.","MEM","Memphis, TN","Tennessee","SAN","San Diego, CA","California",
4.00,1092.00,"Southwest Airlines Co.","MHT","Manchester, NH","New Hampshire","MSP","Minneapolis, MN","Minnesota",
4.00,1371.00,"Southwest Airlines Co.","MHT","Manchester, NH","New Hampshire","MSY","New Orleans, LA","Louisiana",
4.00,316.00,"Southwest Airlines Co.","MHT","Manchester, NH","New Hampshire","ROC","Rochester, NY","New York",
4.00,1124.00,"Southwest Airlines Co.","MSP","Minneapolis, MN","Minnesota","BOS","Boston, MA","Massachusetts",
4.00,900.00,"Southwest Airlines Co.","MSP","Minneapolis, MN","Minnesota","LBB","Lubbock, TX","Texas",
4.00,783.00,"Southwest Airlines Co.","MSP","Minneapolis, MN","Minnesota","ROC","Rochester, NY","New York",
4.00,321.00,"Southwest Airlines Co.","MSY","New Orleans, LA","Louisiana","BHM","Birmingham, AL","Alabama",
4.00,841.00,"Southwest Airlines Co.","MSY","New Orleans, LA","Louisiana","OMA","Omaha, NE","Nebraska",
4.00,906.00,"Southwest Airlines Co.","MSY","New Orleans, LA","Louisiana","RIC","Richmond, VA","Virginia",
4.00,685.00,"Southwest Airlines Co.","OKC","Oklahoma City, OK","Oklahoma","SDF","Louisville, KY","Kentucky",
4.00,2282.00,"Southwest Airlines Co.","PDX","Portland, OR","Oregon","CLT","Charlotte, NC","North Carolina",
4.00,875.00,"Southwest Airlines Co.","PHL","Philadelphia, PA","Pennsylvania","MEM","Memphis, TN","Tennessee",
4.00,2126.00,"Southwest Airlines Co.","PIT","Pittsburgh, PA","Pennsylvania","BUR","Burbank, CA","California",
4.00,1469.00,"Southwest Airlines Co.","PNS","Pensacola, FL","Florida","PHX","Phoenix, AZ","Arizona",
4.00,383.00,"Southwest Airlines Co.","PVD","Providence, RI","Rhode Island","BUF","Buffalo, NY","New York",
4.00,722.00,"Southwest Airlines Co.","PVD","Providence, RI","Rhode Island","CVG","Cincinnati, OH","Kentucky",
4.00,726.00,"Southwest Airlines Co.","PVD","Providence, RI","Rhode Island","GRR","Grand Rapids, MI","Michigan",
4.00,2248.00,"Southwest Airlines Co.","RNO","Reno, NV","Nevada","CHS","Charleston, SC","South Carolina",
4.00,920.00,"Southwest Airlines Co.","RNO","Reno, NV","Nevada","ELP","El Paso, TX","Texas",
4.00,749.00,"Southwest Airlines Co.","ROC","Rochester, NY","New York","ATL","Atlanta, GA","Georgia",
